Título,Anos,Local,Fichas Históricas,Quantidade de PDF,Links dos PDFs
Rota: quinzenário académico do C. A. C. ,['1947-1948'],Sem local,Sem Ficha Histórica,6,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/RotaCAC/N1/N1_master/RotaCACN1.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RotaCAC/N2/N2_master/RotaCACN2.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RotaCAC/N3/N3_master/RotaCACN3.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RotaCAC/N4/N4_master/RotaCACN4.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RotaCAC/N5/N5_master/RotaCACN5.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/RotaCAC/N6/N6_master/RotaCACN6.pdf']"
O Salsifré: jornal das quintas-feiras,[],Sem local,Sem Ficha Histórica,13,"['https://hemerotecadigital.cm-lisboa.pt/OBRAS/OSalsifre/N1/N1_master/N1.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/OSalsifre/N2/N2_master/N2.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/OSalsifre/N3/N3_master/N3.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/OSalsifre/N4/N4_master/N4.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/OSalsifre/N5/N5_master/N5.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/OSalsifre/N6/N6_master/N6.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/OSalsifre/N7/N7_master/N7.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/OSalsifre/N8/N8_master/N8.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/OSalsifre/N9/N9_master/N9.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/OSalsifre/N10/N10_master/N10.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/OSalsifre/N11/N11_master/N11.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/OSalsifre/N12/N12_master/N12.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/OSalsifre/N13/N13_master/N13.pdf']"
"calçado, e as outras que lhe são relativas ",['1890-1894'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASapatariaPortuguesa/../../../FichasHistoricas/ASapatariaPortuguesa.pdf,0,[]
A Sátira ,['1911'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASatira/../../FichasHistoricas/ASatira.pdf,4,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASatira/1911/N01/N01_master/ASatiraN01.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASatira/1911/N02/N02_master/ASatiraN2.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASatira/1911/N03/N03_master/ASatiraN03.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASatira/1911/N04/N04_master/ASatiraN4.pdf']"
Seara : boletim eclesiástico da diocese de Díli ,['1949'],Díli,Sem Ficha Histórica,1,['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seara/N01/Seara_master/Seara_N01_Jan1949.pdf']
Seara nova ,['1974'],Sem local,Sem Ficha Histórica,2,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/SearaNova/SearaNova_Maio1974/SearaNova_Maio1974_master/SearaNova_N1543_1974-5.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SearaNova/SearaNova_Jun1974/SearaNova_Jun1974_master/SearaNova_N1544_1974-6.pdf']"
OSéculo : suplemento especial dedicado ao Estado Português da Índia ,[],Sem local,Sem Ficha Histórica,1,['https://hemerotecadigital.cm-lisboa.pt/Periodicos/OSeculo_SuplEspDedicadoaoEstadoPortuguesdaIndia/OSeculo_SuplEspDedicadoaoEstadoPortuguesdaIndia_master/OSeculo_Supl_09Dez1960.pdf']
O Seculo Comico : suplemento humoristico de O Seculo\xa0 ,['1917-1921'],Sem local,Sem Ficha Histórica,0,[]
O século ilustrado ,"['1967', '1974']",Sem local,Sem Ficha Histórica,5,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/OSeculoIlustrado/N1532/N1532_master/OSeculoIlustrado_N1532_13Mai1967.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OSeculoIlustrado/OSeculoIlustrado_N1895_27Abr1974/OSeculoIlustrado_N1895_27Abr1974_master/OSeculoIlustrado_N1895_1974-04-27.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OSeculoIlustrado/OSeculoIlustrado_N1895Sup_28Abr1974/OSeculoIlustrado_N1895Sup_28Abr1974_master/OSeculoIlustrado_SupN1895_28Abr1974.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OSeculoIlustrado/OSeculoIlustrado_N1896_4Mai1974/OSeculoIlustrado_N1896_4Mai1974_master/OSeculoIlustrado_N1896_1974-05-04.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OSeculoIlustrado/OSeculoIlustrado_N1897_18Mai1974/OSeculoIlustrado_N1897_18Mai1974_master/OSeculoIlustrado_N1897_1974-05-18.pdf']"
A Semana de Lisboa ,['1893'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/../../FichasHistoricas/ASemanadeLisboa.pdf,29,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N01/N01_master/N01.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N02/N02_master/N02.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N03/N03_master/N03.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N04/N04_master/N04.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N05/N05_master/N05.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N06/N06_master/N06.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N07/N07_master/N07.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N08/N08_master/N08.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N09/N09_master/N09.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N10/N10_master/N10.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N11/N11_master/N11.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N12/N12_master/N12.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N13/N13_master/N13.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N14/N14_master/N14.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N15/N15_master/N15.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N16/N16_master/N16.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N17/N17_master/N17.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N18/N18_master/N18.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N19/N19_master/N19.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N20/N20_master/N20.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N21/N21_master/N21.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N22/N22_master/N22.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N23/N23_master/N23.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N24/N24_master/N24.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N25/N25_master/N25.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N26/N26_master/N26.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N27/N27_master/N27.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ASemanadeLisboa/N28/N28_master/N28.pdf']"
Semana portuguesa : revista de informação e crítica ,['1933-1936'],Lisboa,https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/../../FichasHistoricas/SemanaPortuguesa.pdf,15,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/N01/N01_master/SemanaPortuguesa_N01_09Jan1933.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/N02/N02_master/SemanaPortuguesa_N02_16Jan1933.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/N03/N03_master/SemanaPortuguesa_N03_24Jan1933.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/N04/N04_master/SemanaPortuguesa_N04_31Jan1933.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/N05/N05_master/SemanaPortuguesa_N05_07Fev1933.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/N06/N06_master/SemanaPortuguesa_N06_15Fev1933.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/N07/N07_master/SemanaPortuguesa_N07_23Fev1933.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/N08/N08_master/SemanaPortuguesa_N08_14Mar1933.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/N09/N09_master/SemanaPortuguesa_N09_03Abr1933.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/N10/N10_master/SemanaPortuguesa_N10_Dez1933.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/N11/N11_master/SemanaPortuguesa_N11_Mai1934.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/N12/N12_master/SemanaPortuguesa_N12_Jul1934.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/N13/N13_master/SemanaPortuguesa_N13_Dez1934.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/N14/N14_master/SemanaPortuguesa_N14_Dez1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SemanaPortuguesa/N15/N15_master/SemanaPortuguesa_N15_Jan1936.pdf']"
Sempre Fixe ,['1926-1932'],Sem local,Sem Ficha Histórica,0,[]
Seroes : revista mensal ilustrada ,['1901-1911'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/../../FichasHistoricas/Seroes.pdf,15,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/Indices/INDICES/Indice_1SerieVol1/Indice_1SerieVol1_master/SeroesVol11901.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/Indices/INDICES/Indice_1SerieVol2/Indice_1SerieVol2_master/SeroesVol21901.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/Indices/INDICES/Indice_1SerieVol3/Indice_1SerieVol3_master/SeroesVol31902-03.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/Indices/INDICES/Indice_1SerieVol4/Indice_1SerieVol4_master/Seroesvol4.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/Indices/INDICES/Indice_2SerieVol1/Indice_2SerieVol1_master/Seroes2SerieVol1.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/Indices/INDICES/Indice_2SerieVol2/Indice_2SerieVol2_master/Seroes2ªserieVol2.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/Indices/INDICES/Indice_2SerieVol3/Indice_2SerieVol3_master/Seroesvol32ºserie.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/Indices/INDICES/Indice_2SerieVol4/Indice_2SerieVol4_master/Seroesvol42ºserie.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/Indices/INDICES/Indice_2SerieVol5/Indice_2SerieVol5_master/Seroesvol52ºserie.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/Indices/INDICES/Indice_2SerieVol6/Indice_2SerieVol6_master/Seroesvol62ºserie.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/Indices/INDICES/Indice_2SerieVol7/Indice_2SerieVol7_master/Seroesvol72ºserie.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/Indices/INDICES/Indice_2SerieVol9/Indice_2SerieVol9_master/Seroesvol92ºserie.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/Indices/INDICES/Indice_2SerieVol10/Indice_2SerieVol10_master/Seroesvol102ºserie.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/Indices/INDICES/Indice_2SerieVol11/Indice_2SerieVol11_master/Seroesvol112ºserie.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Seroes/Indices/INDICES/Indice_2SerieVol12/Indice_2SerieVol12_master/Seroesvol122ºserie.PDF']"
Sísifo : fascículos de poesia e de crítica ,['1951-1952'],Coimbra,Sem Ficha Histórica,3,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sisifo/N01/N01_master/Sisifo_N01_1951.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sisifo/N02-03/N02-03_master/Sisifo_N02-03_1951.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sisifo/N04/N04_master/Sisifo_N04_1952.pdf']"
Sol e Moscas : semanario illustrado de critica taurina ,['1898'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/SolEMoscas/../../FichasHistoricas/SoleMoscas.pdf,8,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/SolEMoscas/N01/N01_master/SoleMoscasN01.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SolEMoscas/N02/N02_master/SoleMoscasN02.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SolEMoscas/N03/N03_master/SoleMoscasN03.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SolEMoscas/N04/N04_master/SoleMoscasN04.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SolEMoscas/N05/N05_master/SoleMoscasN05.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SolEMoscas/N06/N06_master/SoleMoscasN06.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SolEMoscas/N07/N07_master/SoleMoscasN07.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SolEMoscas/N08/N08_master/SoleMoscasN08.pdf']"
Sport Lisboa e Benfica: boletim oficial ,['1927'],Sem local,Sem Ficha Histórica,3,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/SportLisboaeBenfica/N01/N01_master/SportLisboaeBenfica_N01.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SportLisboaeBenfica/N02/N02_master/SportLisboaeBenfica_N02.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/SportLisboaeBenfica/N03/N03_master/SportLisboaeBenfica_N03.pdf']"
Sport Lisboa e Bolama ,['1938'],Bolama,Sem Ficha Histórica,1,['https://hemerotecadigital.cm-lisboa.pt/Periodicos/SportLisboaeBolama/SportLisboaeBolama_master/SportLisboaeBolama_Nov1938.pdf']
Os sports illustrados ,['1910-1911'],Sem local,Sem Ficha Histórica,42,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N01/N01_master/OsSportsIlustrados_N01_11Jun1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N02/N02_master/OsSportsIlustrados_N02_18Jun1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N03/N03_master/OsSportsIlustrados_N03_25Jun1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N04/N04_master/OsSportsIlustrados_N04_02Jul1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N06/N06_master/OsSportsIlustrados_N06_16Jul1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N07/N07_master/OsSportsIlustrados_N07_23Jul1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N08/N08_master/OsSportsIlustrados_N08_30Jul1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N09/N09_master/OsSportsIlustrados_N09_6Ago1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N10/N10_master/OsSportsIlustrados_N10_13Ago1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N11/N11_master/OsSportsIlustrados_N11_20Ago1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N12/N12_master/OsSportsIlustrados_N12_27Ago1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N13/N13_master/OsSportsIlustrados_N13_3Set1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N14/N14_master/OsSportsIlustrados_N14_10Set1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N15/N15_master/OsSportsIlustrados_N15_17Set1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N16/N16_master/OsSportsIlustrados_N16_24Set1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N17/N17_master/OsSportsIlustrados_N17_1Out1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N18/N18_master/OsSportsIlustrados_N18_15Out1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N19/N19_master/OsSportsIlustrados_N19_22Out1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N20/N20_master/OsSportsIlustrados_N20_29Out1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N21/N21_master/OsSportsIlustrados_N21_5Nov1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N22/N22_master/OsSportsIlustrados_N22_12Nov1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N23/N23_master/OsSportsIlustrados_N23_19Nov1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N25/N25_master/OsSportsIlustrados_N25_03Dez1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N26/N26_master/OsSportsIlustrados_N26_10Dez1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N28/N28_master/OsSportsIlustrados_N28_24Dez1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N29/N29_master/OsSportsIlustrados_N29_31Dez1910.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N30/N30_master/OsSportsIlustrados_N30_7Jan1911.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N31/N31_master/OsSportsIlustrados_N31_14Jan1911.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N32/N32_master/OsSportsIlustrados_N32_21Jan1911.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N33/N33_master/OsSportsIlustrados_N33_28Jan1911.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N34/N34_master/OsSportsIlustrados_N34_4Fev1911.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N35/N35_master/OsSportsIlustrados_N35_11Fev1911.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N36/N36_master/OsSportsIlustrados_N36_18Fev1911.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N37/N37_master/OsSportsIlustrados_N37_25Fev1911.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N38/N38_master/OsSportsIlustrados_N38_4Mar1911.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N39/N39_master/OsSportsIlustrados_N39_11Mar1911.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N40/N40_master/OsSportsIlustrados_N40_18Mar1911.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N41/N41_master/OsSportsIlustrados_N41_25Mar1911.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N42/N42_master/OsSportsIlustrados_N42_1Abr1911.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N48/N48_master/OsSportsIlustrados_N48_13Mai1911.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N49/N49_master/OsSportsIlustrados_N49_20Mai1911.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OsSportsIlustrados/N54/N54_master/OsSportsIlustrados_N54_24Jun1911.pdf']"
"Los Sucesos, n.º 346 (15 de Outubro de 1910) ",[],Sem local,Sem Ficha Histórica,1,['https://hemerotecadigital.cm-lisboa.pt/Periodicos/LosSucesos/N346/N346_master/LosSucesosN346.pdf']
Stadium : revista desportiva. 2.ª série ,['1942-1950'],Lisboa,Sem Ficha Histórica,0,[]
Sudoeste: cadernos de Almada Negreiros ,['1935'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sudoeste/../../FichasHistoricas/Sudoeste.pdf,3,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sudoeste/N1/N1_master/SudoesteN1.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sudoeste/N2/N2_master/SudoesteN2.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sudoeste/N3/N3_master/SudoesteN3.pdf']"
Supplemento burlesco ao patriota ,['1847-1853'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/SupplementoBurlescoaoPatriota/../../FichasHistoricas/SuplementoBurlescoaoPatriota.pdf,0,[]
Lisboa ,['1834-1852'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/../../FichasHistoricas/Sinopse.pdf,19,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1834/1834_master/Sinopse1834.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1835/1835_master/Sinopse1835.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1836/1836_master/Sinopse1836.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1837/1837_master/Sinopse_1837.PDF', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1838/1838_master/Sinopse1838.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1839/1839_master/Sinopse1839.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1840/1840_master/Sinopse1840.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1841/1841_master/Sinopse1841.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1842/1842_master/Sinopse1842.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1843/1843_master/Sinopse1843.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1844/1844_master/Sinopse1844.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1845/1845_master/Sinopse1845.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1846/1846_master/Sinopse1846.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1847/1847_master/Sinopse1847.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1848/1848_master/Sinopse1848.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1849/1849_master/Sinopse1849.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1850/1850_master/Sinopse1850.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1851/1851_master/Sinopse1851.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Sinopse/1852/1852_master/Sinopse1852.pdf']"
